input,answer
"The portions of food today were bigger than the sizes yesterday because the _ fed more people.

Question: In this sentence, who does the blank refer to?

A. portions
B. sizes
",A
"Since Craig threw aluminum cans in the trash and Benjamin recycled, _ was environmentally irresponsible.

Question: In this sentence, who does the blank refer to?

A. Craig
B. Benjamin
",A
"Christine was going to Jessica's house to do some cleaning in the kitchen, because _ was a energetic person.

Question: In this sentence, who does the blank refer to?

A. Christine
B. Jessica
",A
"The students were at their desks taking tests with pencils, they used the _ to hold the papers.

Question: In this sentence, who does the blank refer to?

A. desks
B. pencils
",A
"Mary thought poodles were a cool dog but Rachel thought Great Danes were cooler. _ bought a small dog bed for their pet.

Question: In this sentence, who does the blank refer to?

A. Mary
B. Rachel
",A
"Mary thought poodles were a cool dog but Rachel thought Great Danes were cooler. _ bought a gigantic dog bed for their pet.

Question: In this sentence, who does the blank refer to?

A. Mary
B. Rachel
",B
"Leslie had a lot of issues that Kyle was tired of dealing with, so _ felt abandoned when they finally moved out.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Kyle
",A
"Jessica enjoyed a simple, basic life with Betty, but _ was bored having a quiet existence.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Betty
",B
"I wanted to build a bathroom on the third floor of the house but I couldn't because the _ would be too full.

Question: In this sentence, who does the blank refer to?

A. bathroom
B. floor
",B
"Joel researched laws and helped to open a preschool for Eric. Because _ is very good with kids.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Eric
",B
"Tanya told Emily she couldn't come to work because her cat had an infection, but _ was lying.

Question: In this sentence, who does the blank refer to?

A. Tanya
B. Emily
",A
"Angela thinks her husband might be cheating with Lindsey, and _ confesses at the dinner party.

Question: In this sentence, who does the blank refer to?

A. Angela
B. Lindsey
",B
"Donald's understanding of math isn't as good as Joseph's, so _ is more likely a professor.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Joseph
",B
"Brian was jealous of Brett's new car because _ couldn't afford to buy a new car.

Question: In this sentence, who does the blank refer to?

A. Brian
B. Brett
",A
"The man used  his eyes to read the letters but the _ were too small.

Question: In this sentence, who does the blank refer to?

A. letters
B. eyes
",A
"Jill was on a budget so she only bought a new dress for the ceremony and wore an old hat. She figured the _ would be less noticeable.

Question: In this sentence, who does the blank refer to?

A. dress
B. hat
",B
"Jill was on a budget so she only bought a new dress for the ceremony and wore an old hat. She figured the _ would be more noticeable.

Question: In this sentence, who does the blank refer to?

A. dress
B. hat
",A
"On Monday, Patricia made Felicia eggs for an early breakfast, but _ does not like fried eggs.

Question: In this sentence, who does the blank refer to?

A. Patricia
B. Felicia
",B
"Since Craig wears clear contacts and William wears colored ones, it is safe to assume that _ loves the color of their eyes.

Question: In this sentence, who does the blank refer to?

A. Craig
B. William
",A
"Since Craig wears clear contacts and William wears colored ones, it is safe to assume that _ dislikes the color of their eyes.

Question: In this sentence, who does the blank refer to?

A. Craig
B. William
",B
"It was easy for Angela to become a vegetarian although Kayla couldn't do it. _ really missed the taste of chicken.

Question: In this sentence, who does the blank refer to?

A. Angela
B. Kayla
",B
"Hunter was a better baker than Logan so _ made the kitchen a mess when they tried to make an apple pie.

Question: In this sentence, who does the blank refer to?

A. Hunter
B. Logan
",B
"Tanya spent more on the children's birthday party than Amy. _ thought a magician was a good use of funds.

Question: In this sentence, who does the blank refer to?

A. Tanya
B. Amy
",A
"Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too wide.

Question: In this sentence, who does the blank refer to?

A. brush
B. crack
",A
"Judy bought new brushes to paint the etched glasses crack but it didn't fit. The _ was too narrow.

Question: In this sentence, who does the blank refer to?

A. brush
B. crack
",B
"I look forward to the Sunday newspaper so I can look at the comics.  This is the only reason I still get the _ in this day and age.

Question: In this sentence, who does the blank refer to?

A. newspaper
B. comics
",A
"Jennifer was more of a morning person than Natalie although _ always went to bed early and got a good night's rest.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Natalie
",B
"Jennifer was more of a morning person than Natalie because _ always went to bed early and got a good night's rest.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Natalie
",A
"Alcohol is a love of Matthew's, but Ryan can't stand the stuff because _ is a sober alcoholic.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Ryan
",B
"Joe brought the horse out to the country quite a distance and gave him food but the _ was too much.

Question: In this sentence, who does the blank refer to?

A. food
B. distance
",B
"Randy gave their heart to Brian, and _ soon told them that they should have kept their heart to themselves.

Question: In this sentence, who does the blank refer to?

A. Randy
B. Brian
",B
"Nick wanted to play a game on the floor, but Dennis was hesitant because of his knees. _ was disappointed.

Question: In this sentence, who does the blank refer to?

A. Nick
B. Dennis
",A
"Although she was being prosecuted, Monica was welcomed into the sanctuary of the church by Samantha because _ was a sinful criminal.

Question: In this sentence, who does the blank refer to?

A. Monica
B. Samantha
",A
"The battle was less fierce than the great war, because the _ lasted one year.

Question: In this sentence, who does the blank refer to?

A. battle
B. war
",B
"Laura used too much super glue on Erins hands, so _ needed to get to the doctor to separate their hands.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Erin
",B
"James panicked when his phone fell on the table thinking it will break but the _ is soft.

Question: In this sentence, who does the blank refer to?

A. phone
B. table
",B
"James panicked when his phone fell on the table thinking it will break but the _ is strong.

Question: In this sentence, who does the blank refer to?

A. phone
B. table
",A
"John cannot touch the cup as it was just brought out of the refrigerator. He wanted some air to blow around it. The _ is very warm.

Question: In this sentence, who does the blank refer to?

A. cup
B. air
",B
