input,answer
"Kevin is far more physically versatile than Nick, because _ is an injured athlete in bed.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Nick
",B
"Kevin is far more physically versatile than Nick, because _ is a seasoned athlete in training.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Nick
",A
"Adam put handwash only clothes in the washer but Aaron washed them by hand as _ was lazy.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Aaron
",A
"Adam put handwash only clothes in the washer but Aaron washed them by hand as _ was conscientious.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Aaron
",B
"Kyle loves the flavor of apricots but Matthew likes plums better. _ couldn't wait for plum season.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Matthew
",B
"Kyle loves the flavor of apricots but Matthew likes plums better. _ couldn't wait for apricot season.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Matthew
",A
"Derrick was unable to stay focused at work unlike Justin, because _ had a fun job.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Justin
",B
"Derrick was unable to stay focused at work unlike Justin, because _ had a boring job.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Justin
",A
"Avery was debating on taking up German instead of Latin, because the _ was newer.

Question: In this sentence, who does the blank refer to?

A. Latin
B. German
",B
"Avery was debating on taking up German instead of Latin, because the _ was old.

Question: In this sentence, who does the blank refer to?

A. Latin
B. German
",A
"Kayla dated many more people at once than Betty, because _ was in an open relationship.

Question: In this sentence, who does the blank refer to?

A. Kayla
B. Betty
",B
"Kayla dated many more people at once than Betty, because _ was in an exclusive relationship.

Question: In this sentence, who does the blank refer to?

A. Kayla
B. Betty
",A
"Steven proudly showed Michael the mangoes he grew himself all this summer.  _ is hardworking.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Michael
",A
"Steven proudly showed Michael the mangoes he grew himself all this summer.  _ is astonished.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Michael
",B
"The letter that Joel has written is being read by Adam, so _ is the writer.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Adam
",A
"The letter that Joel has written is being read by Adam, so _ is the editor.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Adam
",B
"Kyle was more comfortable speaking in front of large groups than Nick, because _ had taken public speaking courses in college.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Nick
",A
"Kyle was more comfortable speaking in front of large groups than Nick, because _ was not able to take public speaking courses in college.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Nick
",B
"In the lagoon Emily swam in the nude while Felicia opted for a full body swimsuit. _ was very hesitant with showing their body.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Felicia
",B
"In the lagoon Emily swam in the nude while Felicia opted for a full body swimsuit. _ was very free with showing their body.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Felicia
",A
"Sarah Jane's watch smashed when the book hit it since the _ was too strong.

Question: In this sentence, who does the blank refer to?

A. watch
B. book
",B
"Sarah Jane's watch smashed when the book hit it since the _ was too weak.

Question: In this sentence, who does the blank refer to?

A. watch
B. book
",A
"Joseph had to have well manicured nails for work, but not Kevin, because _ worked at a bank.

Question: In this sentence, who does the blank refer to?

A. Joseph
B. Kevin
",A
"Joseph had to have well manicured nails for work, but not Kevin, because _ worked at a farm.

Question: In this sentence, who does the blank refer to?

A. Joseph
B. Kevin
",B
"While out playing golf, Dennis fell in the mud, but Christopher kept their balance because _ had spiked shoes on.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Christopher
",B
"While out playing golf, Dennis fell in the mud, but Christopher kept their balance, because _ had slippery shoes on.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Christopher
",A
"I couldn't control the moisture like I controlled the rain, because the _ was coming in at one spot.

Question: In this sentence, who does the blank refer to?

A. moisture
B. rain
",B
"I couldn't control the moisture like I controlled the rain, because the _ was coming in everywhere.

Question: In this sentence, who does the blank refer to?

A. moisture
B. rain
",A
"Leslie was fascinated with collecting new shoes compared to Derrick, because _ loved fashion trends.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Derrick
",A
"Leslie was fascinated with collecting new shoes compared to Derrick, because _ hated fashion trends.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Derrick
",B
"Jessica thought Sandstorm was the greatest song ever written but Patricia hated it. _ bought a ticket to the jazz concert.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Patricia
",B
"Jessica thought Sandstorm was the greatest song ever written but Patricia hated it. _ bought a ticket to the Darude rave.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Patricia
",A
"Bill poured the entire bowl of cheese snack into his mouth until the _ was empty.

Question: In this sentence, who does the blank refer to?

A. mouth
B. bowl
",B
"Bill poured the entire bowl of cheese snack into his mouth until the _ was full.

Question: In this sentence, who does the blank refer to?

A. mouth
B. bowl
",A
"Ben played soccer and bowling every week. However, it was easy for him to play in the _ game because he hurt his arm.

Question: In this sentence, who does the blank refer to?

A. bowling
B. soccer
",B
"Ben played soccer and bowling every week. However, it was difficult for him to play in the _ game because he hurt his arm.

Question: In this sentence, who does the blank refer to?

A. bowling
B. soccer
",A
"Nick had a bigger dog than Craig because _ fed their dog much more food.

Question: In this sentence, who does the blank refer to?

A. Nick
B. Craig
",A
"Nick had a smaller dog than Craig because _ fed their dog much more food.

Question: In this sentence, who does the blank refer to?

A. Nick
B. Craig
",B
"There was more shade in the yard of Christine than there was in the yard of Victoria because _ had more plants.

Question: In this sentence, who does the blank refer to?

A. Christine
B. Victoria
",A
"There was more shade in the yard of Christine than there was in the yard of Victoria because _ had less plants.

Question: In this sentence, who does the blank refer to?

A. Christine
B. Victoria
",B
"Kyle loves chocolate and candy and Steven loves pickles and lemons. _ loves sour foods.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Steven
",B
"Kyle loves chocolate and candy and Steven loves pickles and lemons. _ loves sweet foods.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Steven
",A
"Since Benjamin ate unhealthy desserts far more frequently than Brett, _ had strong will power.

Question: In this sentence, who does the blank refer to?

A. Benjamin
B. Brett
",B
"Since Benjamin ate unhealthy desserts far more frequently than Brett, _ had weak will power.

Question: In this sentence, who does the blank refer to?

A. Benjamin
B. Brett
",A
"Eric asked Michael on a date to go to the movies on Friday night because _ was very confident.

Question: In this sentence, who does the blank refer to?

A. Eric
B. Michael
",A
"Eric asked Michael on a date to go to the movies Friday night because _ was very attractive.

Question: In this sentence, who does the blank refer to?

A. Eric
B. Michael
",B
"Amy hated the smell of bleach, but still Kayla used it all the time to clean so _ tries to use it less.

Question: In this sentence, who does the blank refer to?

A. Amy
B. Kayla
",B
"Amy hated the smell of bleach, but still Kayla used it all the time to clean so _ always leaves the house.

Question: In this sentence, who does the blank refer to?

A. Amy
B. Kayla
",A
"Eric looked at Neil in shock and started to react violently because _ lied to him.

Question: In this sentence, who does the blank refer to?

A. Eric
B. Neil
",B
"Eric looked at Neil in shock and started to react violently because _ felt betrayed.

Question: In this sentence, who does the blank refer to?

A. Eric
B. Neil
",A
"Matthew made sure to use an oil lubricant when expanding his piercing, unlike Jeffrey, so the painful experience from _ made a lot of sense.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Jeffrey
",B
"Matthew made sure to use an oil lubricant when expanding his piercing, unlike Jeffrey, so the agreeable experience from _ made a lot of sense.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Jeffrey
",A
"Samantha brought a get well card to the hospital but Emily forgot to because _ was preoccupied.

Question: In this sentence, who does the blank refer to?

A. Samantha
B. Emily
",B
"Samantha brought a get well card to the hospital but Emily forgot to because _ was thoughtful.

Question: In this sentence, who does the blank refer to?

A. Samantha
B. Emily
",A
"Jessica took off the gloves and gave them to Katrina because _ 's hands were cold.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Katrina
",B
"Jessica took off the gloves and gave them to Katrina because _ 's hands were warm.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Katrina
",A
"The lawsuit bankrupted the company, causing Megan to be let go from their job while Mary was promoted. _ felt relieved and elated.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Mary
",B
"The lawsuit bankrupted the company, causing Megan to be let go from their job while Mary was promoted. _ felt depressed and hopeless.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Mary
",A
"John's certification was less important that Jim's degree because the _ was from a minor University.

Question: In this sentence, who does the blank refer to?

A. certification
B. degree
",A
"John's certification was less important that Jim's degree because the _ was from a major University.

Question: In this sentence, who does the blank refer to?

A. certification
B. degree
",B
"They opted not to go to the dance but to the movie instead, the _ seemed like a proper destination for their date.

Question: In this sentence, who does the blank refer to?

A. dance
B. movie
",B
"They opted not to go to the dance but to the movie instead, the _ seemed like an inappropriate destination for their date.

Question: In this sentence, who does the blank refer to?

A. dance
B. movie
",A
"The thermostat showed that it was twenty degrees cooler downstairs than it was upstairs, so Byron stayed in the _ because he was hot.

Question: In this sentence, who does the blank refer to?

A. downstairs
B. upstairs
",A
"The thermostat showed that it was twenty degrees cooler downstairs than it was upstairs, so Byron stayed in the _ because he was cold.

Question: In this sentence, who does the blank refer to?

A. downstairs
B. upstairs
",B
"Michael wanted to take Craig out on the water in his new boat. _ said it would be fun to show him the ropes.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Craig
",A
"Michael wanted to take Craig out on the water in his new boat. _ said it would be confusing to see how the boat works.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Craig
",B
"Come over here and take a look at my scalp today  Natalie told Katrina, _ hates providing her  opinion.

Question: In this sentence, who does the blank refer to?

A. Natalie
B. Katrina
",B
"Come over here and take a look at my scalp today  Natalie told Katrina, _ needs a second opinion.

Question: In this sentence, who does the blank refer to?

A. Natalie
B. Katrina
",A
"The sushi rotted on the counter unless it was put in the cooler, as the _ exposed it to contamination.

Question: In this sentence, who does the blank refer to?

A. counter
B. cooler
",A
"The sushi rotted on the counter unless it was put in the cooler, as the _ protected it from contamination.

Question: In this sentence, who does the blank refer to?

A. counter
B. cooler
",B
"The contract could not be drafted at the business during that day because the _ was too small to care about.

Question: In this sentence, who does the blank refer to?

A. contract
B. business
",A
"The contract could not be drafted at the business during that day because the _ was too big to care about it.

Question: In this sentence, who does the blank refer to?

A. contract
B. business
",B
"Laura always had more motivation in life and achieving goals than Katrina, as _ was optimistic.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Katrina
",A
"Laura always had more motivation in life and achieving goals than Katrina, as _ was lazy.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Katrina
",B
"Ben had to either stop eating chocolates or nuts. He chose to stop eating the _ because they were savory.

Question: In this sentence, who does the blank refer to?

A. chocolates
B. nuts
",B
"Ben had to either stop eating chocolates or nuts. He chose to stop eating the _ because they were sweet.

Question: In this sentence, who does the blank refer to?

A. chocolates
B. nuts
",A
"James was looking if there is any space to put the book into the shelf. The _ is small.

Question: In this sentence, who does the blank refer to?

A. space
B. book
",A
"James was looking if there is any space to put the book into the shelf. The _ is big.

Question: In this sentence, who does the blank refer to?

A. space
B. book
",B
"James was writing a poem on his jotter when the ink finished. The _ is a long .

Question: In this sentence, who does the blank refer to?

A. poem
B. ink
",A
"James was writing a poem on his jotter when the ink finished. The _ is a low.

Question: In this sentence, who does the blank refer to?

A. poem
B. ink
",B
"The couple drank wine out of glasses instead of mugs, because the _ were clean.

Question: In this sentence, who does the blank refer to?

A. mugs
B. glasses
",B
"The couple drank wine out of glasses instead of mugs, because the _ were dirty.

Question: In this sentence, who does the blank refer to?

A. mugs
B. glasses
",A
"Dividing the candy was more difficult than dividing the apples because every kid wanted the _ .

Question: In this sentence, who does the blank refer to?

A. candy
B. apples
",A
"Dividing the candy was more difficult than dividing the apples because no kid wanted the _ .

Question: In this sentence, who does the blank refer to?

A. candy
B. apples
",B
"Brian wanted to be a home based administrative assistant and Kenneth didn't because _ liked staying at home.

Question: In this sentence, who does the blank refer to?

A. Brian
B. Kenneth
",A
"Brian wanted to be a home based administrative assistant and Kenneth didn't because _ did not like staying at home.

Question: In this sentence, who does the blank refer to?

A. Brian
B. Kenneth
",B
"Brian had a large collection of coins that Kevin really admired, so _ asked him for some duplicates.

Question: In this sentence, who does the blank refer to?

A. Brian
B. Kevin
",B
"Brian had a large collection of coins that Kevin really admired, so _ offered him some duplicates.

Question: In this sentence, who does the blank refer to?

A. Brian
B. Kevin
",A
"William forgot about all the times when Ian saved them, despite how _ was generally self-sacrificing.

Question: In this sentence, who does the blank refer to?

A. William
B. Ian
",B
"William forgot about all the times when Ian saved them, because _ was generally self-involved.

Question: In this sentence, who does the blank refer to?

A. William
B. Ian
",A
"Katrina's being taught how to speak Korean by Felicia, so _ was most likely born in Korea.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Felicia
",B
"Katrina's being taught how to speak Korean by Felicia, so _ was most likely born in the US.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Felicia
",A
"Jason denied Ian's passport application because _ did not provide the correct paperwork in time.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Ian
",B
"Jason denied Ian's passport application because _ did not receive the correct paperwork in time.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Ian
",A
"I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the _ essence was too weak.

Question: In this sentence, who does the blank refer to?

A. Vanilla
B. tea tree
",B
"I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the _ essence was too strong.

Question: In this sentence, who does the blank refer to?

A. Vanilla
B. tea tree
",A
"I'd rather play on a soccer team than be a kicker on a foot ball team since the _ ball is harder to kick.

Question: In this sentence, who does the blank refer to?

A. soccer
B. foot
",B
"I'd rather play on a soccer team than be a kicker on a foot ball team since the _ ball is easier to kick.

Question: In this sentence, who does the blank refer to?

A. soccer
B. foot
",A
"Kyle thought the temperature was too warm while William thought it was too cold, so _ turned the heat down.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. William
",A
"Kyle thought the temperature was too warm while William thought it was too cold, so _ turned the heat up.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. William
",B
"William wanted an egg for breakfast, but Kevin ate the last one, so _ had to give them cereal.

Question: In this sentence, who does the blank refer to?

A. William
B. Kevin
",B
"William wanted an egg for breakfast, but Kevin ate the last one, so _ had to eat cereal.

Question: In this sentence, who does the blank refer to?

A. William
B. Kevin
",A
"The woman sprayed cleaner on the mirror but skipped the countertop because the _ was clean.

Question: In this sentence, who does the blank refer to?

A. mirror
B. countertop
",B
"The woman sprayed cleaner on the mirror but skipped the countertop because the _ was dirty.

Question: In this sentence, who does the blank refer to?

A. mirror
B. countertop
",A
"Justin wrote a paragraph in his planner every day unlike Matthew because _ was disorganized.

Question: In this sentence, who does the blank refer to?

A. Justin
B. Matthew
",B
"Justin wrote a paragraph in his planner every day unlike Matthew because _ was organized.

Question: In this sentence, who does the blank refer to?

A. Justin
B. Matthew
",A
"The children could only count the number of balls in one jar and not the beans in the other because the _ were too numerous.

Question: In this sentence, who does the blank refer to?

A. balls
B. beans
",B
"The children could only count the number of balls in one jar and not the beans in the other because the _ were more manageable.

Question: In this sentence, who does the blank refer to?

A. balls
B. beans
",A
"Erin is known an an entrepreneur while Victoria is only an employee because _ owns a business.

Question: In this sentence, who does the blank refer to?

A. Erin
B. Victoria
",A
"Erin is known as an entrepreneur while Victoria is only an employee because _ doesn't yet own a business.

Question: In this sentence, who does the blank refer to?

A. Erin
B. Victoria
",B
"Since _ arrived at work later Dennis would eat their lunch before Adam in the break room at their job.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Adam
",B
"Since _ arrived at work sooner Dennis would eat their lunch before Adam in the break room at their job.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Adam
",A
"The stomach of Neil was rumbling, but Samuel seemed fine, due to _ being hungry.

Question: In this sentence, who does the blank refer to?

A. Neil
B. Samuel
",A
"The stomach of Neil was rumbling, but Samuel seemed fine, due to _ being satiated.

Question: In this sentence, who does the blank refer to?

A. Neil
B. Samuel
",B
"After Logan contracted the chickenpox from Joseph so _ spent the day sending nice texts about it.

Question: In this sentence, who does the blank refer to?

A. Logan
B. Joseph
",B
"After Logan contracted the chickenpox from Joseph so _ spent the day sending mean texts about it.

Question: In this sentence, who does the blank refer to?

A. Logan
B. Joseph
",A
"The man wanted to put the luggage in the house but the _ was too small.

Question: In this sentence, who does the blank refer to?

A. house
B. luggage
",A
"The man wanted to put the luggage in the house but the _ was too large.

Question: In this sentence, who does the blank refer to?

A. house
B. luggage
",B
"The experience was totally unforgettable for Betty but not Samantha because _ had dreaded it for months.

Question: In this sentence, who does the blank refer to?

A. Betty
B. Samantha
",B
"The experience was totally unforgettable for Betty but not Samantha because _ had anticipated it for months.

Question: In this sentence, who does the blank refer to?

A. Betty
B. Samantha
",A
