input,answer
"Kevin is far more physically versatile than Nick, because _ is an injured athlete in bed.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Nick
",B
"Kevin is far more physically versatile than Nick, because _ is a seasoned athlete in training.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Nick
",A
"Adam put handwash only clothes in the washer but Aaron washed them by hand as _ was lazy.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Aaron
",A
"Adam put handwash only clothes in the washer but Aaron washed them by hand as _ was conscientious.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Aaron
",B
"Kyle loves the flavor of apricots but Matthew likes plums better. _ couldn't wait for plum season.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Matthew
",B
"Kyle loves the flavor of apricots but Matthew likes plums better. _ couldn't wait for apricot season.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Matthew
",A
"Derrick was unable to stay focused at work unlike Justin, because _ had a fun job.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Justin
",B
"Derrick was unable to stay focused at work unlike Justin, because _ had a boring job.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Justin
",A
"Avery was debating on taking up German instead of Latin, because the _ was newer.

Question: In this sentence, who does the blank refer to?

A. Latin
B. German
",B
"Avery was debating on taking up German instead of Latin, because the _ was old.

Question: In this sentence, who does the blank refer to?

A. Latin
B. German
",A
"Kayla dated many more people at once than Betty, because _ was in an open relationship.

Question: In this sentence, who does the blank refer to?

A. Kayla
B. Betty
",B
"Kayla dated many more people at once than Betty, because _ was in an exclusive relationship.

Question: In this sentence, who does the blank refer to?

A. Kayla
B. Betty
",A
"Steven proudly showed Michael the mangoes he grew himself all this summer.  _ is hardworking.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Michael
",A
"Steven proudly showed Michael the mangoes he grew himself all this summer.  _ is astonished.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Michael
",B
"The letter that Joel has written is being read by Adam, so _ is the writer.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Adam
",A
"The letter that Joel has written is being read by Adam, so _ is the editor.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Adam
",B
"Kyle was more comfortable speaking in front of large groups than Nick, because _ had taken public speaking courses in college.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Nick
",A
"Kyle was more comfortable speaking in front of large groups than Nick, because _ was not able to take public speaking courses in college.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Nick
",B
"In the lagoon Emily swam in the nude while Felicia opted for a full body swimsuit. _ was very hesitant with showing their body.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Felicia
",B
"In the lagoon Emily swam in the nude while Felicia opted for a full body swimsuit. _ was very free with showing their body.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Felicia
",A
"Sarah Jane's watch smashed when the book hit it since the _ was too strong.

Question: In this sentence, who does the blank refer to?

A. watch
B. book
",B
"Sarah Jane's watch smashed when the book hit it since the _ was too weak.

Question: In this sentence, who does the blank refer to?

A. watch
B. book
",A
"Joseph had to have well manicured nails for work, but not Kevin, because _ worked at a bank.

Question: In this sentence, who does the blank refer to?

A. Joseph
B. Kevin
",A
"Joseph had to have well manicured nails for work, but not Kevin, because _ worked at a farm.

Question: In this sentence, who does the blank refer to?

A. Joseph
B. Kevin
",B
"While out playing golf, Dennis fell in the mud, but Christopher kept their balance because _ had spiked shoes on.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Christopher
",B
"While out playing golf, Dennis fell in the mud, but Christopher kept their balance, because _ had slippery shoes on.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Christopher
",A
"I couldn't control the moisture like I controlled the rain, because the _ was coming in at one spot.

Question: In this sentence, who does the blank refer to?

A. moisture
B. rain
",B
"I couldn't control the moisture like I controlled the rain, because the _ was coming in everywhere.

Question: In this sentence, who does the blank refer to?

A. moisture
B. rain
",A
"Leslie was fascinated with collecting new shoes compared to Derrick, because _ loved fashion trends.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Derrick
",A
"Leslie was fascinated with collecting new shoes compared to Derrick, because _ hated fashion trends.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Derrick
",B
"Jessica thought Sandstorm was the greatest song ever written but Patricia hated it. _ bought a ticket to the jazz concert.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Patricia
",B
